insp_guid,ili_id,iliyr,joint_number,feature_number,cluster_number,feature_ type,distance ,joint_length,,dist_to_us,dist_to_gs,length,wideth,depth,wall_surface,estimated_repair_factor,burst_pressure,wall_thickness,od_restriction,latitude,longitude,elevation
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,745,744,Metal Loss,4298.036,18.518,,7.466,11.052,4,6,0.14,Internal,0.494,20118,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,746,,Metal Loss,4298.056,18.518,,7.486,11.032,8,6,0.18,Internal,0.496,20034,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,747,,Metal Loss,4298.121,18.518,,7.551,10.967,8,7,0.22,Internal,0.496,20006,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,748,,Metal Loss,4298.163,18.518,,7.593,10.925,4,7,0.18,Internal,0.494,20112,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,749,,Metal Loss,4298.577,18.518,,8.007,10.511,4,8,0.14,Internal,0.494,20118,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,750,,Metal Loss,4298.671,18.518,,8.101,10.417,4,8,0.22,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,751,,Metal Loss,4298.776,18.518,,8.206,10.312,8,9,0.16,Internal,0.495,20048,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,752,,Metal Loss,4298.908,18.518,,8.338,10.18,4,8,0.19,Internal,0.494,20110,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,753,,Metal Loss,4298.979,18.518,,8.409,10.109,4,7,0.22,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,754,,Metal Loss,4299.099,18.518,,8.529,9.989,8,10,0.27,Internal,0.497,19967,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,755,,Metal Loss,4299.237,18.518,,8.667,9.851,4,6,0.16,Internal,0.494,20115,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,756,,Metal Loss,4299.435,18.518,,8.865,9.653,4,7,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,757,758,Metal Loss,4299.476,18.518,,8.906,9.612,4,8,0.15,Internal,0.494,20117,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,758,,Cluster,4299.481,18.518,,8.911,9.607,14,8,0.19,Internal,0.501,19825,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,759,758,Metal Loss,4299.486,18.518,,8.916,9.602,4,8,0.19,Internal,0.494,20110,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,760,761,Metal Loss,4299.553,18.518,,8.983,9.535,4,6,0.19,Internal,0.494,20110,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,761,,Cluster,4299.567,18.518,,8.997,9.521,32,15,0.21,Internal,0.524,18948,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,762,761,Metal Loss,4299.567,18.518,,8.997,9.521,8,15,0.21,Internal,0.496,20013,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,763,761,Metal Loss,4299.582,18.518,,9.012,9.506,4,6,0.13,Internal,0.494,20120,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,764,766,Metal Loss,4299.841,18.518,,9.271,9.247,4,8,0.22,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,765,766,Metal Loss,4299.849,18.518,,9.279,9.239,4,7,0.26,Internal,0.494,20096,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,766,,Cluster,4299.855,18.518,,9.285,9.233,32,17,0.26,Internal,0.534,18611,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,767,766,Metal Loss,4299.857,18.518,,9.287,9.231,4,7,0.21,Internal,0.494,20106,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,768,766,Metal Loss,4299.87,18.518,,9.3,9.218,4,8,0.14,Internal,0.494,20118,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,769,,Metal Loss,4299.892,18.518,,9.322,9.196,8,13,0.17,Internal,0.495,20041,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,770,,Metal Loss,4299.953,18.518,,9.383,9.135,10,6,0.14,Internal,0.496,20020,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,771,,Metal Loss,4300.054,18.518,,9.484,9.034,4,6,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,772,,Metal Loss,4300.101,18.518,,9.531,8.987,4,8,0.2,Internal,0.494,20108,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,773,,Metal Loss,4300.152,18.518,,9.582,8.936,4,7,0.11,Internal,0.493,20123,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,774,,Metal Loss,4300.174,18.518,,9.604,8.914,4,6,0.21,Internal,0.494,20106,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,775,,Metal Loss,4300.202,18.518,,9.632,8.886,4,7,0.18,Internal,0.494,20112,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,776,,Metal Loss,4300.231,18.518,,9.661,8.857,4,8,0.14,Internal,0.494,20118,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,777,,Metal Loss,4300.296,18.518,,9.726,8.792,10,10,0.2,Internal,0.498,19959,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,778,,Metal Loss,4300.359,18.518,,9.789,8.729,4,8,0.23,Internal,0.494,20102,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,779,,Metal Loss,4300.764,18.518,,10.194,8.324,4,6,0.11,Internal,0.493,20123,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,780,781,Metal Loss,4300.831,18.518,,10.261,8.257,4,8,0.17,Internal,0.494,20113,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,781,,Cluster,4300.84,18.518,,10.27,8.248,21,17,0.21,Internal,0.51,19457,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,782,781,Metal Loss,4300.845,18.518,,10.275,8.243,10,15,0.21,Internal,0.498,19948,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,783,,Metal Loss,4301.109,18.518,,10.539,7.979,4,7,0.17,Internal,0.494,20113,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,784,,Metal Loss,4301.209,18.518,,10.639,7.879,4,8,0.17,Internal,0.494,20113,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,785,,Metal Loss,4301.229,18.518,,10.659,7.859,8,13,0.24,Internal,0.497,19991,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,786,,Metal Loss,4301.251,18.518,,10.681,7.837,12,15,0.23,Internal,0.5,19842,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,787,,Metal Loss,4301.31,18.518,,10.74,7.778,8,15,0.19,Internal,0.496,20028,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,788,,Metal Loss,4301.336,18.518,,10.766,7.752,4,8,0.25,Internal,0.494,20098,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,789,,Metal Loss,4301.363,18.518,,10.793,7.725,8,13,0.16,Internal,0.495,20048,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,790,,Metal Loss,4301.413,18.518,,10.843,7.675,12,11,0.19,Internal,0.499,19903,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,791,792,Metal Loss,4301.438,18.518,,10.868,7.65,4,7,0.2,Internal,0.494,20108,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,792,,Cluster,4301.444,18.518,,10.874,7.644,16,24,0.2,Internal,0.503,19722,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,793,792,Metal Loss,4301.448,18.518,,10.878,7.64,8,8,0.19,Internal,0.496,20028,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,794,,Metal Loss,4301.491,18.518,,10.921,7.597,4,6,0.17,Internal,0.494,20113,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,795,,Metal Loss,4301.677,18.518,,11.107,7.411,8,8,0.13,Internal,0.495,20067,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,796,,Metal Loss,4301.718,18.518,,11.148,7.37,4,8,0.15,Internal,0.494,20117,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,797,,Metal Loss,4301.815,18.518,,11.245,7.273,8,7,0.1,Internal,0.494,20085,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,798,,Metal Loss,4302.174,18.518,,11.604,6.914,4,8,0.16,Internal,0.494,20115,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,799,,Metal Loss,4302.195,18.518,,11.625,6.893,4,8,0.11,Internal,0.493,20123,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,800,,Metal Loss,4302.219,18.518,,11.649,6.869,4,8,0.19,Internal,0.494,20110,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,801,,Metal Loss,4302.239,18.518,,11.669,6.849,4,8,0.14,Internal,0.494,20118,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,802,,Metal Loss,4302.27,18.518,,11.7,6.818,4,8,0.11,Internal,0.493,20123,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,803,,Metal Loss,4302.326,18.518,,11.756,6.762,10,12,0.19,Internal,0.497,19970,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,804,,Metal Loss,4302.367,18.518,,11.797,6.721,8,9,0.18,Internal,0.496,20034,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,805,,Metal Loss,4302.698,18.518,,12.128,6.39,4,6,0.17,Internal,0.494,20113,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,806,,Metal Loss,4302.905,18.518,,12.335,6.183,8,9,0.14,Internal,0.495,20061,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,807,,Metal Loss,4302.929,18.518,,12.359,6.159,8,15,0.17,Internal,0.495,20041,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,808,,Metal Loss,4302.976,18.518,,12.406,6.112,8,13,0.17,Internal,0.495,20041,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,809,810,Metal Loss,4302.996,18.518,,12.426,6.092,8,13,0.2,Internal,0.496,20021,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,810,,Cluster,4303.007,18.518,,12.437,6.081,30,16,0.21,Internal,0.522,19037,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,811,810,Metal Loss,4303.016,18.518,,12.446,6.072,12,11,0.21,Internal,0.5,19873,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,812,813,Metal Loss,4303.043,18.518,,12.473,6.045,4,8,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,813,,Cluster,4303.051,18.518,,12.481,6.037,20,15,0.18,Internal,0.506,19609,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,814,813,Metal Loss,4303.057,18.518,,12.487,6.031,8,13,0.18,Internal,0.496,20034,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,815,816,Metal Loss,4303.101,18.518,,12.531,5.987,4,8,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,816,,Cluster,4303.106,18.518,,12.536,5.982,14,12,0.2,Internal,0.501,19806,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,817,816,Metal Loss,4303.111,18.518,,12.541,5.977,4,8,0.2,Internal,0.494,20108,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,818,819,Metal Loss,4303.132,18.518,,12.562,5.956,4,8,0.23,Internal,0.494,20102,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,819,,Cluster,4303.141,18.518,,12.571,5.947,23,17,0.23,Internal,0.515,19268,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,820,819,Metal Loss,4303.148,18.518,,12.578,5.94,10,9,0.22,Internal,0.498,19937,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,821,,Metal Loss,4303.168,18.518,,12.598,5.92,4,8,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,822,,Metal Loss,4303.187,18.518,,12.617,5.901,8,8,0.15,Internal,0.495,20054,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,823,,Metal Loss,4303.233,18.518,,12.663,5.855,4,7,0.21,Internal,0.494,20106,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,824,,Metal Loss,4303.296,18.518,,12.726,5.792,4,8,0.15,Internal,0.494,20117,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,825,,Metal Loss,4303.32,18.518,,12.75,5.768,4,8,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,826,,Metal Loss,4303.351,18.518,,12.781,5.737,8,10,0.14,Internal,0.495,20061,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,827,,Metal Loss,4303.442,18.518,,12.872,5.646,8,9,0.14,Internal,0.495,20061,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,828,,Metal Loss,4303.467,18.518,,12.897,5.621,4,7,0.22,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,829,,Metal Loss,4303.493,18.518,,12.923,5.595,4,6,0.14,Internal,0.494,20118,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,830,,Metal Loss,4303.611,18.518,,13.041,5.477,4,8,0.17,Internal,0.494,20113,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,831,,Metal Loss,4304.097,18.518,,13.527,4.991,10,15,0.26,Internal,0.499,19891,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,832,,Metal Loss,4304.231,18.518,,13.661,4.857,8,10,0.14,Internal,0.495,20061,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,833,,Metal Loss,4304.345,18.518,,13.775,4.743,8,9,0.16,Internal,0.495,20048,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,834,,Metal Loss,4304.548,18.518,,13.978,4.54,12,15,0.16,Internal,0.498,19946,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,835,,Metal Loss,4304.605,18.518,,14.035,4.483,8,8,0.13,Internal,0.495,20067,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,836,,Metal Loss,4304.96,18.518,,14.39,4.128,4,8,0.15,Internal,0.494,20117,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,837,,Metal Loss,4305.083,18.518,,14.513,4.005,4,6,0.22,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,838,839,Metal Loss,4305.102,18.518,,14.532,3.986,4,8,0.14,Internal,0.494,20118,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,839,,Cluster,4305.11,18.518,,14.54,3.978,20,8,0.19,Internal,0.507,19575,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,840,839,Metal Loss,4305.116,18.518,,14.546,3.972,8,8,0.19,Internal,0.496,20028,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,841,,Metal Loss,4305.262,18.518,,14.692,3.826,4,8,0.19,Internal,0.494,20110,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,842,,Metal Loss,4305.684,18.518,,15.114,3.404,8,14,0.22,Internal,0.496,20006,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,843,,Metal Loss,4305.714,18.518,,15.144,3.374,8,15,0.18,Internal,0.496,20034,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,844,,Metal Loss,4305.864,18.518,,15.294,3.224,8,9,0.1,Internal,0.494,20085,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,845,,Metal Loss,4306.096,18.518,,15.526,2.992,14,21,0.23,Internal,0.503,19750,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,846,,Metal Loss,4306.185,18.518,,15.615,2.903,4,8,0.17,Internal,0.494,20113,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,847,,Metal Loss,4306.217,18.518,,15.647,2.871,4,8,0.22,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,848,,Metal Loss,4306.37,18.518,,15.8,2.718,4,8,0.17,Internal,0.494,20113,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,849,,Metal Loss,4306.56,18.518,,15.99,2.528,4,8,0.14,Internal,0.494,20118,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,850,,Metal Loss,4306.696,18.518,,16.126,2.392,4,8,0.19,Internal,0.494,20110,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,851,,Metal Loss,4307.601,18.518,,17.031,1.487,4,8,0.19,Internal,0.494,20110,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,852,853,Metal Loss,4307.832,18.518,,17.262,1.256,4,8,0.11,Internal,0.493,20123,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,853,,Cluster,4307.839,18.518,,17.269,1.249,18,12,0.13,Internal,0.501,19827,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,854,853,Metal Loss,4307.844,18.518,,17.274,1.244,8,6,0.13,Internal,0.495,20067,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,855,,Metal Loss,4307.986,18.518,,17.416,1.102,4,8,0.21,Internal,0.494,20106,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,856,,Metal Loss,4308.613,18.518,,18.043,0.475,4,8,0.17,Internal,0.494,20113,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,857,,Metal Loss,4308.976,18.518,,18.406,0.112,14,10,0.23,Internal,0.503,19750,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,858,,Metal Loss,4308.981,18.518,,18.411,0.107,4,8,0.22,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,859,,Metal Loss,4309.001,18.518,,18.431,0.087,4,8,0.22,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,860,861,Metal Loss,4309.027,18.518,,18.457,0.061,4,8,0.17,Internal,0.494,20113,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,861,,Cluster,4309.034,18.518,,18.464,0.054,18,16,0.17,Internal,0.504,19717,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2500,862,861,Metal Loss,4309.041,18.518,,18.471,0.047,4,8,0.11,Internal,0.493,20123,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,,,Joint,4309.088,19.654,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,863,,Metal Loss,4309.183,19.654,,0.095,19.559,4,8,0.2,Internal,0.494,20108,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,864,865,Metal Loss,4309.285,19.654,,0.197,19.457,4,8,0.14,Internal,0.494,20118,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,865,,Cluster,4309.29,19.654,,0.202,19.452,14,10,0.2,Internal,0.501,19806,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,866,865,Metal Loss,4309.295,19.654,,0.207,19.447,4,7,0.2,Internal,0.494,20108,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,867,,Metal Loss,4309.595,19.654,,0.507,19.147,10,15,0.14,Internal,0.496,20020,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,868,,Metal Loss,4309.658,19.654,,0.57,19.084,4,6,0.15,Internal,0.494,20117,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,869,,Metal Loss,4309.706,19.654,,0.618,19.036,10,8,0.19,Internal,0.497,19970,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,870,,Metal Loss,4309.731,19.654,,0.643,19.011,8,11,0.17,Internal,0.495,20041,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,871,,Metal Loss,4309.777,19.654,,0.689,18.965,4,8,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,872,,Metal Loss,4309.82,19.654,,0.732,18.922,12,14,0.15,Internal,0.498,19959,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,873,,Metal Loss,4309.868,19.654,,0.78,18.874,4,7,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,874,,Metal Loss,4309.889,19.654,,0.801,18.853,4,8,0.18,Internal,0.494,20112,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,875,,Metal Loss,4310.061,19.654,,0.973,18.681,8,13,0.2,Internal,0.496,20021,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,876,,Metal Loss,4310.673,19.654,,1.585,18.069,4,6,0.22,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,877,879,Metal Loss,4310.744,19.654,,1.656,17.998,4,8,0.15,Internal,0.494,20117,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,878,879,Metal Loss,4310.762,19.654,,1.674,17.98,10,13,0.11,Internal,0.495,20048,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,879,,Cluster,4310.773,19.654,,1.685,17.969,63,25,0.15,Internal,0.532,18682,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,880,879,Metal Loss,4310.78,19.654,,1.692,17.962,10,11,0.14,Internal,0.496,20020,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,881,879,Metal Loss,4310.801,19.654,,1.713,17.941,8,8,0.11,Internal,0.495,20079,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,882,,Metal Loss,4310.947,19.654,,1.859,17.795,4,8,0.19,Internal,0.494,20110,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,883,,Metal Loss,4311.028,19.654,,1.94,17.714,8,8,0.17,Internal,0.495,20041,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,884,,Metal Loss,4311.109,19.654,,2.021,17.633,4,6,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,885,886,Metal Loss,4311.208,19.654,,2.12,17.534,4,8,0.26,Internal,0.494,20096,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,886,,Cluster,4311.213,19.654,,2.125,17.529,14,20,0.26,Internal,0.505,19675,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,887,886,Metal Loss,4311.218,19.654,,2.13,17.524,4,8,0.23,Internal,0.494,20102,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,888,,Metal Loss,4311.336,19.654,,2.248,17.406,4,8,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2510,889,,Metal Loss,4311.372,19.654,,2.284,17.37,4,7,0.14,Internal,0.494,20118,3.96,,,,
