insp_guid,ili_id,iliyr,joint_number,feature_number,cluster_number,feature_ type,distance ,joint_length,,dist_to_us,dist_to_gs,length,wideth,depth,wall_surface,estimated_repair_factor,burst_pressure,wall_thickness,od_restriction,latitude,longitude,elevation
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1400,,,Joint,2294.932,18.022,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1410,,,Joint,2312.954,19.62,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1420,,,Joint,2332.574,19.626,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1430,,,Joint,2352.2,19.548,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1440,,,Joint,2371.748,19.584,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1450,,,Joint,2391.332,19.62,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1460,,,Joint,2410.952,18.096,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1470,,,Joint,2429.048,19.64,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1480,,,Joint,2448.688,19.588,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1490,,,Joint,2468.276,19.654,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1500,,,Joint,2487.93,19.604,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1500,49,,Dent,2506.153,19.604,,18.223,1.381,74,91,,,,,3.96,0.01,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1510,,,Joint,2507.534,19.62,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1520,,,Joint,2527.154,19.622,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1530,,,Joint,2546.776,19.538,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1540,,,Joint,2566.314,19.508,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1550,,,Joint,2585.822,19.526,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1560,,,Joint,2605.348,19.6,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1570,,,Joint,2624.948,19.514,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1580,,,Joint,2644.462,19.502,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1590,,,Joint,2663.964,19.592,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1600,,,Joint,2683.556,19.608,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1610,,,Joint,2703.164,19.458,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1620,,,Joint,2722.622,15.722,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1630,,,Joint,2738.344,14.782,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1640,,,Joint,2753.126,14.594,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1650,,,Joint,2767.72,12.724,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1660,,,Joint,2780.444,13.664,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1670,,,Joint,2794.108,16.676,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1680,,,Joint,2810.784,15.412,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1680,50,,Mill Defect,2824.758,15.412,,13.974,1.438,40,44,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1680,51,,Mill Defect,2825.475,15.412,,14.691,0.721,30,59,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1690,,,Joint,2826.196,15.242,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1700,,,Joint,2841.438,16.464,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1710,,,Joint,2857.902,14.666,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1710,52,53,Metal Loss,2858.725,14.666,,0.823,13.843,14,13,0.14,External,0.498,19921,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1710,53,,Cluster,2858.731,14.666,,0.829,13.837,27,20,0.14,External,0.508,19531,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1710,54,53,Metal Loss,2858.74,14.666,,0.838,13.828,10,18,0.13,External,0.496,20029,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1710,55,,Metal Loss,2858.77,14.666,,0.868,13.798,24,13,0.14,External,0.506,19624,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1720,,,Joint,2872.568,19.694,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1730,,,Joint,2892.262,19.556,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1740,,,Joint,2911.818,19.632,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1750,,,Joint,2931.45,19.514,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1760,,,Joint,2950.964,19.626,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1770,,,Joint,2970.59,19.592,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1780,,,Joint,2990.182,19.678,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1790,,,Joint,3009.86,19.562,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1800,,,Joint,3029.422,19.648,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1810,,,Joint,3049.07,18.736,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1810,56,,Mill Defect,3056.629,18.736,,7.559,11.177,24,13,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1820,,,Joint,3067.806,19.688,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1830,,,Joint,3087.494,19.62,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1840,,,Joint,3107.114,19.54,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1850,,,Joint,3126.654,19.484,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1860,,,Joint,3146.138,19.442,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1870,,,Joint,3165.58,19.5,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1880,,,Joint,3185.08,17.636,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1890,,,Joint,3202.716,19.542,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1900,,,Joint,3222.258,17.382,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1910,,,Joint,3239.64,12.44,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1920,,,Joint,3252.08,17.28,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1930,,,Joint,3269.36,19.516,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1930,57,,Above Ground Marker,3288.468,19.516,,19.108,0.408,,,,,,,3.96,,54.51354,118.44736,883.6
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1940,,,Joint,3288.876,19.466,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1950,,,Joint,3308.342,19.42,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1960,,,Joint,3327.762,19.54,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1970,,,Joint,3347.302,19.334,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1980,,,Joint,3366.636,19.506,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1990,,,Joint,3386.142,19.192,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2000,,,Joint,3405.334,11.838,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2000,58,,Bend,3409.694,11.838,,4.36,7.478,5804,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2010,,,Joint,3417.172,8.742,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2020,,,Joint,3425.914,7.684,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2030,,,Joint,3433.598,19.584,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2040,,,Joint,3453.182,19.022,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2050,,,Joint,3472.204,19.712,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2060,,,Joint,3491.916,19.672,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2070,,,Joint,3511.588,19.64,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2080,,,Joint,3531.228,19.702,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2090,,,Joint,3550.93,19.698,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2100,,,Joint,3570.628,15.764,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2110,,,Joint,3586.392,18.098,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2110,59,,Metal Loss,3589.233,18.098,,2.841,15.257,6,8,0.11,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2110,60,,Metal Loss,3589.646,18.098,,3.254,14.844,6,12,0.1,Internal,0.494,20108,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2110,61,,Metal Loss,3592.299,18.098,,5.907,12.191,4,7,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2110,62,,Metal Loss,3592.799,18.098,,6.407,11.691,4,6,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2110,63,,Metal Loss,3594.352,18.098,,7.96,10.138,4,7,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2110,64,,Metal Loss,3594.894,18.098,,8.502,9.596,6,10,0.1,Internal,0.494,20108,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2110,65,,Metal Loss,3596.335,18.098,,9.943,8.155,14,10,0.1,Internal,0.497,19988,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2120,,,Joint,3604.49,19.67,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2120,66,,Metal Loss,3612.482,19.67,,7.992,11.678,6,12,0.11,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2120,67,,Metal Loss,3612.579,19.67,,8.089,11.581,4,7,0.14,Internal,0.494,20118,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2120,68,,Metal Loss,3612.766,19.67,,8.276,11.394,6,10,0.1,Internal,0.494,20108,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2120,69,,Metal Loss,3612.845,19.67,,8.355,11.315,16,10,0.1,Internal,0.498,19949,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2120,70,,Metal Loss,3613,19.67,,8.51,11.16,6,13,0.11,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2120,71,,Metal Loss,3613.102,19.67,,8.612,11.058,6,10,0.1,Internal,0.494,20108,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2120,72,,Metal Loss,3613.251,19.67,,8.761,10.909,6,8,0.11,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2120,73,,Metal Loss,3613.425,19.67,,8.935,10.735,6,10,0.1,Internal,0.494,20108,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2120,74,,Metal Loss,3613.563,19.67,,9.073,10.597,4,6,0.14,Internal,0.494,20118,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2120,75,,Metal Loss,3613.676,19.67,,9.186,10.484,4,7,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2120,76,,Metal Loss,3613.865,19.67,,9.375,10.295,10,10,0.1,Internal,0.495,20057,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2130,,,Joint,3624.16,19.666,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2140,,,Joint,3643.826,19.688,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2150,,,Joint,3663.514,19.664,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2160,,,Joint,3683.178,19.654,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2170,,,Joint,3702.832,16.126,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2180,,,Joint,3718.958,12.608,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2190,,,Joint,3731.566,19.594,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2200,,,Joint,3751.16,19.602,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2200,77,,Bend,3759.002,19.602,,7.842,11.76,6736,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2210,,,Joint,3770.762,19.522,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2220,,,Joint,3790.284,18.538,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2230,,,Joint,3808.822,19.578,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2240,,,Joint,3828.4,18.684,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2250,,,Joint,3847.084,19.624,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2260,,,Joint,3866.708,7.558,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2270,,,Joint,3874.266,17.87,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2270,78,,Bend,3878.517,17.87,,4.251,13.619,6622,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2280,,,Joint,3892.136,16.17,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2290,,,Joint,3908.306,8.624,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2300,,,Joint,3916.93,19.198,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,,,Joint,3936.128,19.73,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,79,,Metal Loss,3938.734,19.73,,2.606,17.124,10,8,0.1,Internal,0.495,20057,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,80,,Metal Loss,3938.8,19.73,,2.672,17.058,6,10,0.12,Internal,0.494,20101,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,81,,Metal Loss,3938.833,19.73,,2.705,17.025,6,12,0.12,Internal,0.494,20101,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,82,,Metal Loss,3938.955,19.73,,2.827,16.903,4,8,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,83,,Metal Loss,3939.547,19.73,,3.419,16.311,4,8,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,84,,Metal Loss,3940.658,19.73,,4.53,15.2,4,8,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,85,,Metal Loss,3946.921,19.73,,10.793,8.937,6,10,0.12,Internal,0.494,20101,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,86,,Metal Loss,3947.005,19.73,,10.877,8.853,4,8,0.13,Internal,0.494,20120,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,87,,Metal Loss,3947.131,19.73,,11.003,8.727,12,8,0.1,Internal,0.496,20024,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,88,,Metal Loss,3947.341,19.73,,11.213,8.517,10,8,0.1,Internal,0.495,20057,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,89,,Metal Loss,3947.625,19.73,,11.497,8.233,4,6,0.11,Internal,0.493,20123,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,90,,Metal Loss,3947.961,19.73,,11.833,7.897,4,6,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,91,,Metal Loss,3948.469,19.73,,12.341,7.389,10,6,0.1,Internal,0.495,20057,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,92,,Metal Loss,3948.623,19.73,,12.495,7.235,4,6,0.15,Internal,0.494,20117,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,93,,Metal Loss,3948.786,19.73,,12.658,7.072,12,9,0.2,Internal,0.499,19888,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,94,,Metal Loss,3948.885,19.73,,12.757,6.973,4,8,0.13,Internal,0.494,20120,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,95,,Metal Loss,3948.931,19.73,,12.803,6.927,10,6,0.11,Internal,0.495,20048,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,96,97,Metal Loss,3949.288,19.73,,13.16,6.57,4,6,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,97,,Cluster,3949.296,19.73,,13.168,6.562,20,16,0.15,Internal,0.504,19701,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,98,97,Metal Loss,3949.301,19.73,,13.173,6.557,10,10,0.15,Internal,0.496,20010,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,99,,Metal Loss,3949.332,19.73,,13.204,6.526,6,6,0.11,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,100,,Metal Loss,3949.385,19.73,,13.257,6.473,4,6,0.11,Internal,0.493,20123,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,101,,Metal Loss,3949.44,19.73,,13.312,6.418,4,8,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,102,,Metal Loss,3949.526,19.73,,13.398,6.332,4,7,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,103,,Metal Loss,3949.563,19.73,,13.435,6.295,4,8,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,104,,Metal Loss,3949.656,19.73,,13.528,6.202,6,10,0.12,Internal,0.494,20101,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,105,,Metal Loss,3949.868,19.73,,13.74,5.99,10,6,0.16,Internal,0.496,20000,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,106,,Metal Loss,3949.899,19.73,,13.771,5.959,4,6,0.14,Internal,0.494,20118,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,107,,Metal Loss,3950.03,19.73,,13.902,5.828,4,8,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2310,108,,Metal Loss,3950.074,19.73,,13.946,5.784,4,6,0.11,Internal,0.493,20123,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,,,Joint,3955.858,19.678,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,109,,Metal Loss,3956.538,19.678,,0.68,18.998,4,8,0.11,Internal,0.493,20123,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,110,,Metal Loss,3956.841,19.678,,0.983,18.695,4,8,0.16,Internal,0.494,20115,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,111,,Metal Loss,3957.244,19.678,,1.386,18.292,10,8,0.1,Internal,0.495,20057,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,112,,Metal Loss,3957.674,19.678,,1.816,17.862,14,8,0.11,Internal,0.497,19972,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,113,,Metal Loss,3958.06,19.678,,2.202,17.476,12,7,0.11,Internal,0.496,20012,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,114,,Metal Loss,3958.336,19.678,,2.478,17.2,4,6,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,115,,Metal Loss,3958.819,19.678,,2.961,16.717,8,6,0.12,Internal,0.495,20073,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,116,,Metal Loss,3958.837,19.678,,2.979,16.699,4,6,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,117,,Metal Loss,3959.13,19.678,,3.272,16.406,8,6,0.12,Internal,0.495,20073,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,118,,Metal Loss,3959.689,19.678,,3.831,15.847,8,8,0.1,Internal,0.494,20085,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,119,,Metal Loss,3959.751,19.678,,3.893,15.785,8,7,0.1,Internal,0.494,20085,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,120,,Metal Loss,3959.773,19.678,,3.915,15.763,12,10,0.1,Internal,0.496,20024,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,121,,Metal Loss,3959.909,19.678,,4.051,15.627,4,8,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,122,,Metal Loss,3960.026,19.678,,4.168,15.51,12,10,0.12,Internal,0.497,19999,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,123,,Metal Loss,3960.187,19.678,,4.329,15.349,4,7,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2320,124,,Metal Loss,3960.262,19.678,,4.404,15.274,4,8,0.18,Internal,0.494,20112,3.96,,,,
